ID,customerCode,name,phone,email,gender,birthDate,ageGroup,address,city,postalCode,membershipType,registeredAt,isActive,totalPurchaseAmount,visitCount,lastVisitDate,preferredStore_ID
f1000001-0000-4000-8000-000000000113,CUST-00113,하정우,010-7318-6293,ha113@naver.com,M,1966-08-14,60대+,수성구 번영로 68,대구,52968,VIP,2023-09-15,true,7022068,75,2026-03-02,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000114,CUST-00114,황재현,010-5927-8355,hwang114@naver.com,M,1977-07-27,40대,해운대구 청춘로 224,부산,28237,REGULAR,2020-05-26,true,7634210,38,2026-03-01,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000115,CUST-00115,방하은,010-6653-1979,bang115@gmail.com,F,1994-01-11,30대,분당구 문화로 219,성남,33969,GOLD,2024-10-06,true,3547951,87,2026-04-15,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000116,CUST-00116,구서연,010-3548-2901,goo116@naver.com,M,1985-01-10,40대,종로구 학원길 56,서울,41206,SILVER,2025-05-22,true,9311861,77,2026-03-17,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000117,CUST-00117,문서연,010-4041-8328,moon117@daum.net,M,1993-05-28,30대,동구 테헤란번길 138,대구,63809,SILVER,2023-08-01,true,2766583,87,2026-03-02,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000118,CUST-00118,남은지,010-6041-1074,nam118@hanmail.net,F,2005-11-25,20대,처인구 번영대로 58,용인,32504,REGULAR,2020-04-22,true,5277145,57,2026-03-04,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000119,CUST-00119,박서윤,010-2115-6616,park119@gmail.com,M,1989-10-11,30대,유성구 희망번길 237,대전,28840,REGULAR,2023-03-22,true,4163623,112,2026-03-07,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000120,CUST-00120,최민호,010-8664-1316,choi120@daum.net,M,1974-07-13,50대,기흥구 번영대로 9,용인,38751,SILVER,2024-05-22,true,2163555,29,2026-04-15,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000121,CUST-00121,우정우,010-4674-8346,woo121@kakao.com,F,1994-12-01,30대,수정구 산업번길 128,성남,16626,SILVER,2025-05-20,true,628561,44,2026-03-26,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000122,CUST-00122,임채원,010-5187-9958,lim122@kakao.com,F,1994-10-24,30대,남구 해방길 269,광주,35130,GOLD,2024-06-04,true,8825171,6,2026-03-21,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000123,CUST-00123,노소연,010-4744-3708,noh123@daum.net,M,1987-12-02,30대,미추홀구 미래번길 52,인천,50253,REGULAR,2024-05-03,true,8620644,113,2026-03-06,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000124,CUST-00124,강재민,010-8499-6166,kang124@hanmail.net,M,1976-03-04,50대,덕양구 청춘대로 156,고양,13187,SILVER,2025-05-11,true,6550529,50,2026-04-14,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000125,CUST-00125,강동현,010-8690-2883,kang125@gmail.com,M,1998-04-10,20대,영등포구 문화길 57,서울,52047,GOLD,2025-05-21,true,9270019,85,2026-03-04,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000126,CUST-00126,방한결,010-9306-5682,bang126@gmail.com,M,1989-06-09,30대,계양구 번영대로 22,인천,32295,REGULAR,2023-04-20,true,5232849,116,2026-04-03,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000127,CUST-00127,주주원,010-9925-5323,joo127@hanmail.net,F,1968-01-02,50대,처인구 중앙번길 168,용인,13663,REGULAR,2020-07-20,true,7966365,25,2026-03-04,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000128,CUST-00128,주건우,010-3371-5383,joo128@gmail.com,M,1990-05-08,30대,수성구 산업번길 75,대구,37113,VIP,2021-03-16,true,8771780,106,2026-03-20,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000129,CUST-00129,원나연,010-1752-6247,won129@naver.com,F,1984-11-22,40대,수지구 산업번길 293,용인,57462,SILVER,2023-10-04,true,5212220,10,2026-03-16,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000130,CUST-00130,문현준,010-1393-2140,moon130@hanmail.net,F,1972-07-04,50대,팔달구 미래대로 73,수원,42274,SILVER,2023-04-08,true,6012128,11,2026-04-09,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000131,CUST-00131,박민준,010-5316-5813,park131@gmail.com,F,1968-10-11,50대,기흥구 번영대로 203,용인,63127,SILVER,2023-09-16,true,7291111,74,2026-04-01,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000132,CUST-00132,한예린,010-5848-2269,han132@kakao.com,M,1976-06-07,50대,광산구 해방길 267,광주,56243,SILVER,2020-06-04,true,9588263,5,2026-04-04,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000133,CUST-00133,정태민,010-4936-6578,jung133@daum.net,F,2005-08-13,20대,팔달구 문화로 89,수원,49643,SILVER,2025-09-16,true,4917079,20,2026-03-30,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000134,CUST-00134,윤다인,010-9767-5720,yoon134@kakao.com,F,1987-11-12,30대,서구 문화길 26,대전,56876,GOLD,2021-02-04,true,1517739,49,2026-03-03,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000135,CUST-00135,신현우,010-7325-6283,shin135@naver.com,F,1992-04-04,30대,동구 미래번길 230,광주,25979,VIP,2021-07-01,true,488522,29,2026-03-11,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000136,CUST-00136,고서연,010-2479-7216,ko136@kakao.com,F,1968-09-14,50대,남동구 번영로 9,인천,28861,SILVER,2021-09-03,true,483622,4,2026-03-27,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000137,CUST-00137,차은서,010-9027-8892,cha137@daum.net,M,1972-07-28,50대,장안구 중앙번길 184,수원,46210,GOLD,2020-07-03,true,2164145,83,2026-04-14,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000138,CUST-00138,유서윤,010-8319-8519,yoo138@daum.net,F,1995-05-20,30대,동구 번영번길 275,광주,56777,REGULAR,2020-03-15,true,1137818,71,2026-03-13,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000139,CUST-00139,엄지훈,010-6370-7971,um139@gmail.com,M,1971-02-01,50대,용산구 산업번길 274,서울,22367,REGULAR,2025-01-22,true,7528496,80,2026-04-06,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000140,CUST-00140,전민준,010-4567-8525,jeon140@hanmail.net,M,1983-06-14,40대,강서구 테헤란대로 300,서울,21965,VIP,2021-12-01,true,3241903,42,2026-04-09,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000141,CUST-00141,현민호,010-4514-3634,hyun141@gmail.com,F,2001-03-21,20대,일산동구 산업길 99,고양,17295,VIP,2022-03-04,true,3138298,70,2026-03-18,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000142,CUST-00142,함서연,010-2690-1307,ham142@naver.com,M,1983-12-27,40대,동구 희망대로 231,대구,32273,REGULAR,2024-07-01,true,8096410,69,2026-03-03,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000143,CUST-00143,방은지,010-6953-3577,bang143@daum.net,F,1979-06-21,40대,수정구 중앙번길 132,성남,48831,VIP,2024-04-06,true,7436559,12,2026-03-08,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000144,CUST-00144,신현우,010-4857-9654,shin144@gmail.com,M,2003-01-06,20대,처인구 미래번길 96,용인,54705,REGULAR,2021-09-13,true,8835079,66,2026-04-11,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000145,CUST-00145,진소윤,010-1811-1191,jin145@gmail.com,F,1994-01-03,30대,강서구 산업번길 295,서울,52077,SILVER,2023-05-15,true,640721,115,2026-04-01,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000146,CUST-00146,정소윤,010-4414-8297,jung146@gmail.com,F,1987-10-16,30대,동구 미래대로 55,광주,46571,GOLD,2025-02-25,true,8584514,24,2026-03-10,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000147,CUST-00147,차보라,010-9883-9273,cha147@kakao.com,M,1996-12-14,30대,광산구 테헤란길 67,광주,59041,VIP,2022-12-19,true,3751834,103,2026-03-05,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000148,CUST-00148,조민준,010-8775-7422,cho148@daum.net,F,1962-06-10,60대+,남구 번영번길 231,광주,11324,REGULAR,2025-06-28,true,2465417,29,2026-03-30,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000149,CUST-00149,류정우,010-1941-5693,ryu149@hanmail.net,F,1962-01-24,60대+,미추홀구 번영길 14,인천,40653,VIP,2023-04-02,true,4477985,69,2026-03-06,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000150,CUST-00150,주진우,010-7338-2264,joo150@naver.com,F,1988-09-02,30대,대덕구 해방로 118,대전,43600,REGULAR,2024-03-22,true,3261203,54,2026-03-03,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000151,CUST-00151,신성훈,010-5712-1679,shin151@kakao.com,F,1977-04-22,40대,노원구 번영대로 83,서울,24172,SILVER,2024-04-22,true,9833950,28,2026-03-24,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000152,CUST-00152,오하은,010-4536-7191,oh152@naver.com,F,1970-09-09,50대,분당구 해방대로 270,성남,58254,VIP,2020-09-02,true,2539353,69,2026-03-07,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000153,CUST-00153,홍은지,010-3066-8753,hong153@kakao.com,M,1981-06-28,40대,분당구 문화로 211,성남,53297,SILVER,2020-07-07,true,7614618,76,2026-03-23,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000154,CUST-00154,최수빈,010-3991-4170,choi154@hanmail.net,M,1988-04-03,30대,수정구 미래번길 21,성남,57994,SILVER,2023-12-04,true,7238192,9,2026-03-25,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000155,CUST-00155,유민준,010-7886-2893,yoo155@naver.com,F,1960-02-28,60대+,남구 희망길 30,대구,41303,SILVER,2023-04-04,true,1695255,100,2026-03-05,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000156,CUST-00156,차지아,010-8935-2774,cha156@hanmail.net,M,1987-09-28,30대,서구 희망대로 287,인천,12787,SILVER,2025-12-07,true,4042188,116,2026-03-06,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000157,CUST-00157,이소연,010-6296-8474,lee157@kakao.com,F,2005-12-23,20대,덕양구 문화로 277,고양,50637,REGULAR,2023-07-26,true,3774431,73,2026-03-04,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000158,CUST-00158,안정우,010-2633-1679,ahn158@naver.com,F,2003-07-11,20대,강서구 중앙길 11,서울,33397,SILVER,2025-10-13,true,5510877,48,2026-03-14,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000159,CUST-00159,민수아,010-8213-6188,min159@kakao.com,M,1979-02-25,40대,연수구 해방로 15,인천,25465,SILVER,2023-11-12,true,5231182,41,2026-03-29,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000160,CUST-00160,심채린,010-2630-7505,sim160@daum.net,F,1977-02-16,40대,동구 청춘길 175,광주,25280,SILVER,2025-12-03,true,5846376,11,2026-03-01,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000161,CUST-00161,남상우,010-1834-1914,nam161@kakao.com,F,1991-02-03,30대,권선구 학원길 201,수원,49512,REGULAR,2024-05-25,true,198283,113,2026-03-10,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000162,CUST-00162,윤재현,010-1502-7855,yoon162@daum.net,F,2003-09-19,20대,계양구 테헤란번길 55,인천,43340,REGULAR,2024-12-16,true,7336437,27,2026-03-13,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000163,CUST-00163,조우진,010-7058-3966,cho163@hanmail.net,M,1987-04-14,30대,동구 테헤란길 93,대전,39301,REGULAR,2020-10-27,true,3931011,112,2026-04-10,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000164,CUST-00164,조재민,010-7771-4315,cho164@kakao.com,M,1974-03-08,50대,관악구 중앙번길 85,서울,13156,REGULAR,2022-01-20,true,3211019,86,2026-04-04,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000165,CUST-00165,엄보라,010-3113-2018,um165@naver.com,M,1978-01-13,40대,미추홀구 학원길 227,인천,45358,REGULAR,2020-10-19,true,3176174,3,2026-03-22,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000166,CUST-00166,정준호,010-6125-6669,jung166@gmail.com,F,1971-02-08,50대,남구 문화대로 222,대구,28477,REGULAR,2023-12-09,true,3583997,18,2026-03-30,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000167,CUST-00167,전나연,010-9060-9279,jeon167@gmail.com,F,2004-10-06,20대,수정구 해방로 223,성남,42251,REGULAR,2021-08-22,true,4865239,46,2026-03-10,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000168,CUST-00168,오민호,010-3679-8816,oh168@naver.com,F,1987-06-25,30대,수지구 번영로 169,용인,44934,REGULAR,2024-09-07,true,5462681,16,2026-03-26,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000169,CUST-00169,신승우,010-1944-4489,shin169@daum.net,F,1994-02-03,30대,마포구 중앙번길 164,서울,19731,REGULAR,2020-02-08,true,5287348,102,2026-03-23,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000170,CUST-00170,남나연,010-9764-1604,nam170@daum.net,F,2005-03-26,20대,연수구 해방번길 225,인천,24859,REGULAR,2024-10-02,true,8588454,77,2026-03-17,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000171,CUST-00171,민건우,010-1194-1826,min171@kakao.com,M,2001-01-26,20대,수정구 번영번길 140,성남,17031,REGULAR,2025-04-11,true,5118642,80,2026-03-01,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000172,CUST-00172,신서윤,010-6966-7048,shin172@daum.net,M,1971-07-17,50대,남구 학원대로 226,대구,24372,GOLD,2022-09-19,true,1491380,51,2026-03-18,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000173,CUST-00173,강보라,010-5725-1985,kang173@gmail.com,F,1975-08-10,50대,분당구 중앙대로 56,성남,14140,SILVER,2020-03-01,true,7458488,43,2026-04-02,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000174,CUST-00174,정진우,010-3317-2172,jung174@gmail.com,F,2005-10-07,20대,일산서구 산업길 41,고양,10891,SILVER,2023-04-24,true,3056262,89,2026-04-12,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000175,CUST-00175,황재민,010-7870-5109,hwang175@daum.net,F,1969-12-13,50대,북구 산업로 160,대구,58630,VIP,2022-04-23,true,7080364,45,2026-03-24,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000176,CUST-00176,현윤아,010-2133-6085,hyun176@naver.com,M,1995-04-13,30대,노원구 중앙대로 178,서울,39213,REGULAR,2020-12-20,true,1427736,117,2026-04-10,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000177,CUST-00177,한진우,010-9113-1591,han177@hanmail.net,M,1975-06-10,50대,덕양구 중앙번길 87,고양,14442,SILVER,2025-04-16,true,3418502,22,2026-04-02,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000178,CUST-00178,엄하린,010-6735-3101,um178@hanmail.net,F,1982-05-07,40대,해운대구 번영대로 250,부산,16314,REGULAR,2023-03-10,true,9097363,47,2026-03-05,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000179,CUST-00179,권현준,010-5043-3211,kwon179@hanmail.net,F,1983-09-16,40대,달서구 학원길 9,대구,43316,GOLD,2025-06-22,true,8164084,81,2026-03-03,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000180,CUST-00180,윤예은,010-9990-4669,yoon180@naver.com,F,1967-10-12,50대,동구 테헤란대로 274,대전,18045,REGULAR,2020-09-22,true,4596555,3,2026-03-29,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000181,CUST-00181,심예린,010-2864-9773,sim181@daum.net,F,1965-01-07,60대+,서초구 해방번길 21,서울,53316,REGULAR,2023-10-24,true,2070197,96,2026-04-03,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000182,CUST-00182,배소연,010-3938-1685,bae182@daum.net,M,1993-06-25,30대,북구 청춘길 164,광주,14251,GOLD,2020-07-16,true,691752,12,2026-03-04,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000183,CUST-00183,윤예은,010-3409-2865,yoon183@gmail.com,M,1987-10-07,30대,일산서구 산업대로 113,고양,48378,GOLD,2021-12-26,true,5256419,94,2026-04-13,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000184,CUST-00184,유시우,010-3763-4630,yoo184@hanmail.net,M,1986-08-20,40대,북구 산업번길 189,대구,51521,SILVER,2022-03-17,true,4101119,94,2026-03-17,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000185,CUST-00185,천채원,010-3386-2119,cheon185@hanmail.net,F,1974-01-05,50대,남구 미래번길 93,대구,10317,VIP,2025-09-05,true,4377004,23,2026-04-05,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000186,CUST-00186,함재민,010-9502-3949,ham186@daum.net,M,1984-04-18,40대,처인구 산업길 285,용인,33401,SILVER,2025-12-25,true,7859981,15,2026-03-22,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000187,CUST-00187,곽동현,010-6928-8596,kwak187@kakao.com,F,1971-09-28,50대,일산동구 테헤란대로 107,고양,24164,REGULAR,2024-04-25,true,4227318,93,2026-03-09,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000188,CUST-00188,정도윤,010-6535-1317,jung188@hanmail.net,M,1987-12-15,30대,부평구 해방로 289,인천,28559,SILVER,2021-09-05,true,3656308,39,2026-03-25,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000189,CUST-00189,이재현,010-6888-7332,lee189@hanmail.net,M,1999-08-28,20대,수지구 희망로 98,용인,50818,REGULAR,2023-10-06,true,4601063,9,2026-03-25,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000190,CUST-00190,전한결,010-6570-3558,jeon190@naver.com,M,1969-04-23,50대,남구 산업대로 183,광주,42530,REGULAR,2021-12-06,true,1962580,25,2026-03-08,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000191,CUST-00191,최소윤,010-5936-8399,choi191@kakao.com,F,1966-08-09,60대+,용산구 청춘로 45,서울,47301,REGULAR,2023-06-23,true,7401660,112,2026-03-18,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000192,CUST-00192,곽동현,010-4197-3096,kwak192@kakao.com,M,1994-06-09,30대,수영구 테헤란번길 31,부산,47146,REGULAR,2021-11-13,true,9209238,55,2026-03-28,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000193,CUST-00193,노은서,010-8686-4753,noh193@daum.net,F,1961-12-17,60대+,분당구 산업번길 243,성남,16804,SILVER,2021-03-11,true,9715722,65,2026-03-28,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000194,CUST-00194,백규민,010-4114-7157,baek194@daum.net,F,1969-12-20,50대,해운대구 중앙길 282,부산,18099,GOLD,2021-02-02,true,3136936,115,2026-03-15,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000195,CUST-00195,이유진,010-3735-9765,lee195@gmail.com,M,2000-09-02,20대,영통구 문화길 53,수원,34702,SILVER,2024-12-01,true,7354979,3,2026-04-06,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000196,CUST-00196,고하영,010-1773-8622,ko196@naver.com,F,1971-07-16,50대,처인구 해방로 174,용인,25306,SILVER,2022-04-15,true,3879219,74,2026-03-08,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000197,CUST-00197,한지원,010-8575-7048,han197@gmail.com,F,1971-01-19,50대,중원구 산업번길 141,성남,12531,REGULAR,2022-02-15,true,7158043,109,2026-04-03,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000198,CUST-00198,노예은,010-7915-4498,noh198@gmail.com,M,1988-06-13,30대,권선구 테헤란로 21,수원,40677,SILVER,2025-10-18,true,3978020,46,2026-04-01,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000199,CUST-00199,하하영,010-2603-5248,ha199@naver.com,M,1998-02-15,20대,수영구 청춘길 155,부산,33494,GOLD,2020-02-08,true,4083237,70,2026-04-09,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000200,CUST-00200,배도윤,010-5742-4240,bae200@daum.net,F,1992-07-28,30대,서구 해방길 257,대전,40291,REGULAR,2024-04-03,true,8022172,117,2026-03-10,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000201,CUST-00201,임서연,010-3429-1314,lim201@naver.com,F,1971-12-03,50대,일산동구 중앙길 59,고양,22591,VIP,2021-01-10,true,9108125,83,2026-03-13,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000202,CUST-00202,전준호,010-9721-7308,jeon202@hanmail.net,F,1994-04-21,30대,성북구 테헤란번길 223,서울,11062,REGULAR,2022-03-24,true,5601428,89,2026-03-23,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000203,CUST-00203,정소윤,010-4066-5409,jung203@gmail.com,M,1985-07-09,40대,해운대구 테헤란대로 17,부산,43434,GOLD,2021-08-18,true,2922235,40,2026-03-23,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000204,CUST-00204,함소윤,010-5277-8981,ham204@hanmail.net,F,1974-05-17,50대,북구 해방대로 69,대구,55701,VIP,2021-11-03,true,1889146,35,2026-04-05,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000205,CUST-00205,백현우,010-2649-8067,baek205@naver.com,M,2001-04-23,20대,남구 산업길 159,대구,58055,VIP,2022-08-10,true,2478964,53,2026-03-08,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000206,CUST-00206,백한결,010-9365-3698,baek206@kakao.com,M,1999-08-07,20대,덕양구 미래길 127,고양,37467,VIP,2023-06-05,true,3611239,118,2026-03-20,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000207,CUST-00207,성지아,010-4765-7231,sung207@hanmail.net,M,1967-09-01,50대,팔달구 희망로 95,수원,23840,REGULAR,2023-04-19,true,761579,78,2026-03-02,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000208,CUST-00208,우건우,010-1470-3251,woo208@daum.net,M,1995-10-15,30대,동구 중앙번길 219,광주,55112,REGULAR,2022-08-25,true,6255629,22,2026-03-10,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000209,CUST-00209,공예린,010-3957-4054,gong209@daum.net,F,1985-10-26,40대,부산진구 번영대로 210,부산,60551,REGULAR,2021-05-20,true,9914765,83,2026-03-12,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000210,CUST-00210,엄현준,010-8593-3058,um210@kakao.com,M,1999-06-18,20대,부평구 중앙길 138,인천,19872,GOLD,2021-03-27,true,9053619,34,2026-03-01,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000211,CUST-00211,양지원,010-5488-5175,yang211@naver.com,M,1965-05-13,60대+,수정구 문화길 16,성남,16246,SILVER,2022-12-28,true,6328337,26,2026-03-24,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000212,CUST-00212,곽승민,010-3388-3439,kwak212@naver.com,M,2003-08-15,20대,연제구 산업로 111,부산,45626,REGULAR,2020-11-21,true,6796023,39,2026-03-11,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000213,CUST-00213,원유진,010-7318-2498,won213@daum.net,M,1996-04-07,30대,남구 중앙로 299,대구,20732,REGULAR,2022-05-07,true,2762114,65,2026-03-27,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000214,CUST-00214,송건우,010-9735-8482,song214@hanmail.net,M,2001-09-01,20대,동구 번영길 284,대구,59160,SILVER,2022-05-23,true,3343597,81,2026-04-01,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000215,CUST-00215,남도윤,010-5176-8064,nam215@hanmail.net,F,1986-11-28,40대,수지구 해방대로 99,용인,12906,REGULAR,2023-05-19,true,676917,83,2026-03-25,d1000001-0003-4000-8000-000000000003
f1000001-0000-4000-8000-000000000216,CUST-00216,권우진,010-8244-2974,kwon216@hanmail.net,M,1960-04-24,60대+,수정구 문화길 88,성남,15338,GOLD,2022-06-21,true,7223296,61,2026-04-08,d1000001-0004-4000-8000-000000000004
f1000001-0000-4000-8000-000000000217,CUST-00217,안주원,010-6001-2921,ahn217@gmail.com,M,1976-12-28,50대,권선구 희망로 148,수원,30921,SILVER,2024-03-15,true,4565301,33,2026-03-08,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000218,CUST-00218,하정우,010-3308-6816,ha218@hanmail.net,F,2002-04-23,20대,동구 학원번길 122,광주,58397,REGULAR,2022-01-12,true,4451577,83,2026-03-25,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000219,CUST-00219,임우진,010-8261-7344,lim219@hanmail.net,F,1972-01-14,50대,용산구 테헤란번길 290,서울,44953,GOLD,2022-11-27,true,2067947,19,2026-04-14,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000220,CUST-00220,고진우,010-9462-3459,ko220@naver.com,F,1997-08-01,20대,남구 청춘번길 35,대구,10764,SILVER,2022-11-05,true,7601128,95,2026-03-30,d1000001-0001-4000-8000-000000000001
f1000001-0000-4000-8000-000000000221,CUST-00221,신지훈,010-3232-1865,shin221@hanmail.net,M,2000-10-08,20대,중구 미래번길 270,대전,19482,VIP,2023-07-11,true,3366965,7,2026-04-10,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000222,CUST-00222,허준호,010-1785-1223,heo222@daum.net,F,1976-09-04,50대,부평구 미래대로 167,인천,59521,VIP,2021-08-06,true,8519035,14,2026-03-31,d1000001-0002-4000-8000-000000000002
f1000001-0000-4000-8000-000000000223,CUST-00223,조채린,010-6218-2005,cho223@gmail.com,F,1964-10-04,60대+,서구 해방길 83,광주,10560,GOLD,2021-08-18,true,7778241,68,2026-04-09,d1000001-0005-4000-8000-000000000005
f1000001-0000-4000-8000-000000000224,CUST-00224,원상우,010-9348-5898,won224@hanmail.net,M,2005-05-03,20대,용산구 문화로 141,서울,14152,SILVER,2022-10-13,true,739414,87,2026-03-24,d1000001-0001-4000-8000-000000000001
